Timestamp,Umidade,Temp1,Temp2
2025/12/11 08:50:37;17,00;24,93;26,43
2025/12/11 08:55:38;23,00;24,44;25,94
2025/12/11 09:00:40;24,00;24,93;25,94
2025/12/11 09:05:41;24,00;25,42;26,43
2025/12/11 09:10:43;19,00;25,90;26,92
2025/12/11 09:15:44;19,00;26,88;27,89
2025/12/11 09:20:46;28,00;26,39;27,89
2025/12/11 09:25:47;19,00;26,88;28,38
2025/12/11 09:30:49;24,00;26,88;28,38
2025/12/11 09:35:50;19,00;27,37;28,87
2025/12/11 09:40:51;21,00;27,37;28,87
2025/12/11 09:45:53;20,00;27,86;29,36
2025/12/11 09:50:54;22,00;27,37;29,85
2025/12/11 09:55:56;20,00;27,86;29,85
2025/12/11 10:00:57;34,00;27,86;29,85
2025/12/11 10:05:58;35,00;28,35;29,85
2025/12/11 10:10:30;21,00;28,35;28,87
2025/12/11 10:15:31;20,00;28,35;29,85
2025/12/11 10:20:32;26,00;28,84;30,83
2025/12/11 10:25:34;23,00;27,86;29,85
2025/12/11 10:30:35;28,00;27,37;29,36
2025/12/11 10:35:36;21,00;28,35;30,83
2025/12/11 10:40:38;19,00;28,35;29,85
2025/12/11 10:45:39;26,00;29,81;31,31
2025/12/11 10:50:41;35,00;28,35;30,34
2025/12/11 10:55:42;31,00;28,84;31,31
2025/12/11 11:00:43;30,00;28,84;31,80
2025/12/11 11:05:45;26,00;29,33;31,80
2025/12/11 11:10:46;29,00;28,84;30,83
2025/12/11 11:15:48;23,00;29,81;32,29
2025/12/11 11:20:49;24,00;28,84;30,34
2025/12/11 11:25:50;24,00;29,81;31,80
2025/12/11 11:30:52;33,00;30,30;31,80
2025/12/11 11:35:53;24,00;31,28;32,78
2025/12/11 11:40:55;29,00;29,81;32,29
2025/12/11 11:45:56;32,00;28,35;30,83
2025/12/11 11:50:58;30,00;29,81;32,29
2025/12/11 11:55:59;29,00;30,30;32,29
2025/12/11 12:00:30;24,00;30,79;32,78
2025/12/11 12:05:32;25,00;30,79;33,27
2025/12/11 12:10:33;28,00;30,79;33,76
2025/12/11 12:15:34;31,00;29,81;32,29
2025/12/11 12:20:36;28,00;30,79;33,27
2025/12/11 12:25:37;27,00;31,28;33,76
2025/12/11 12:30:39;31,00;31,77;33,76
2025/12/11 12:35:40;26,00;31,28;33,27
2025/12/11 12:40:41;32,00;32,26;34,25
2025/12/11 12:45:43;32,00;32,26;33,76
2025/12/11 12:50:44;30,00;30,30;32,29
2025/12/11 12:55:45;32,00;30,30;31,80
2025/12/11 13:00:47;30,00;29,81;31,80
2025/12/11 13:05:48;32,00;29,81;31,80
2025/12/11 13:10:50;34,00;30,79;32,29
2025/12/11 13:15:51;28,00;29,81;31,31
2025/12/11 13:20:53;30,00;31,28;33,27
2025/12/11 13:25:54;23,00;30,79;32,29
2025/12/11 13:30:55;23,00;32,26;33,76
2025/12/11 13:35:57;23,00;30,30;31,80
2025/12/11 13:40:58;22,00;30,79;31,80
2025/12/11 13:45:30;21,00;30,30;32,29
2025/12/11 13:50:31;21,00;31,28;32,78
2025/12/11 13:55:32;21,00;31,77;34,25
2025/12/11 14:00:34;21,00;30,30;31,80
2025/12/11 14:05:35;21,00;29,81;31,31
2025/12/11 14:10:37;21,00;32,26;34,74
2025/12/11 14:15:38;22,00;32,75;35,71
2025/12/11 14:20:40;21,00;31,28;33,76
2025/12/11 14:25:41;21,00;31,77;34,25
2025/12/11 14:30:42;21,00;31,77;34,25
2025/12/11 14:35:44;21,00;30,30;33,27
2025/12/11 14:40:45;28,00;30,79;32,78
2025/12/11 14:45:47;25,00;30,79;32,78
2025/12/11 14:50:48;22,00;30,79;32,29
2025/12/11 14:55:50;20,00;31,28;34,25
2025/12/11 15:00:51;24,00;30,79;32,29
2025/12/11 15:05:52;23,00;32,75;34,25
2025/12/11 15:10:54;26,00;32,26;34,25
2025/12/11 15:15:55;24,00;31,28;32,78
2025/12/11 15:20:57;21,00;30,79;32,78
2025/12/11 15:25:58;24,00;32,75;34,74
2025/12/11 15:30:59;22,00;33,24;35,22
2025/12/11 15:35:31;23,00;31,77;33,76
2025/12/11 15:40:32;23,00;32,75;34,74
2025/12/11 15:45:34;22,00;30,79;32,29
2025/12/11 15:50:35;20,00;31,28;32,78
2025/12/11 15:55:37;21,00;32,75;35,22
2025/12/11 16:00:38;22,00;33,24;35,22
2025/12/11 16:05:39;22,00;32,75;34,74
2025/12/11 16:10:41;22,00;30,30;32,29
2025/12/11 16:15:42;22,00;32,75;35,22
2025/12/11 16:20:44;22,00;33,72;35,71
2025/12/11 16:25:45;22,00;32,26;34,74
2025/12/11 16:30:46;21,00;32,26;34,74
2025/12/11 16:35:48;22,00;33,24;36,20
2025/12/11 16:40:49;21,00;33,72;37,18
2025/12/11 16:45:51;21,00;33,24;36,20
2025/12/11 16:50:52;21,00;32,75;36,20
2025/12/11 16:55:53;21,00;33,72;36,69
2025/12/11 17:00:55;21,00;33,72;37,18
2025/12/11 17:05:56;21,00;32,75;35,22
2025/12/11 17:10:58;22,00;31,77;34,25
2025/12/11 17:15:59;21,00;32,75;35,71
2025/12/11 17:20:30;22,00;33,24;36,20
2025/12/11 17:25:32;21,00;33,24;36,20
2025/12/11 17:30:33;21,00;32,26;34,74
2025/12/11 17:35:35;21,00;33,24;35,71
2025/12/11 17:40:36;21,00;31,77;34,25
2025/12/11 17:45:38;21,00;31,77;33,76
2025/12/11 17:50:39;21,00;32,75;34,74
2025/12/11 17:55:40;20,00;33,24;35,22
2025/12/11 18:00:42;20,00;33,24;35,71
2025/12/11 18:05:43;19,00;31,28;32,29
